Distance,Time,Max_threshold
2817.70842744024,0.0,1
2753.325456609413,0.010141134262084961,2
2442.325439272391,0.017369747161865234,3
2513.230040614205,0.01715254783630371,4
2232.018153072414,0.024004459381103516,5
1884.6955331099452,0.024669170379638672,6
2058.1640355179143,0.0239412784576416,7
2205.634592479625,0.02101302146911621,8
1783.6069717542782,0.03309774398803711,9
2102.6311778423938,0.023239850997924805,10
1583.585442498578,0.04326033592224121,11
1551.2310937036264,0.029774188995361328,12
2231.4041681461285,0.021000385284423828,13
1772.5192167826408,0.03423023223876953,14
1452.0654717114853,0.05081748962402344,15
1710.8321598423136,0.04865765571594238,16
1437.4897768445871,0.053740501403808594,17
1675.9939700969505,0.04662752151489258,18
1718.1574870146028,0.03523898124694824,19
1610.8651547759355,0.052609920501708984,20
1866.505028759746,0.04059743881225586,21
1736.156754596387,0.0461888313293457,22
1565.2029550343182,0.05011391639709473,23
1480.6156088433409,0.04597282409667969,24
1412.496052529317,0.062375545501708984,25
1489.6863113039763,0.05879569053649902,26
1400.2421939012688,0.0889739990234375,27
1649.532496782658,0.04051351547241211,28
1243.891816142778,0.08112049102783203,29
1467.9928397577494,0.05116915702819824,30
1410.380438367897,0.07152915000915527,31
1383.492719856882,0.04886770248413086,32
1354.863223786516,0.07242703437805176,33
1469.970080033676,0.04900002479553223,34
1399.4122639729253,0.08554720878601074,35
1539.0735644723243,0.07120370864868164,36
1493.7772525583434,0.047493696212768555,37
1440.4437279366448,0.08002424240112305,38
1273.3784946969688,0.07018327713012695,39
1473.7178276484833,0.07122683525085449,40
1427.3849328201754,0.07181334495544434,41
1216.4769077373032,0.08013534545898438,42
1384.297757232021,0.06916379928588867,43
1273.2386044121372,0.09000086784362793,44
1202.3374123932144,0.10156917572021484,45
1324.0104242542889,0.07349824905395508,46
1573.801442327116,0.07985854148864746,47
1420.0152838947583,0.07838034629821777,48
1061.8609128482299,0.07934880256652832,49
1336.9594023916004,0.08597540855407715,50
1267.9192577200652,0.09384536743164062,51
1224.5600772800824,0.07552433013916016,52
1288.8912773221668,0.08267617225646973,53
1517.6318964592126,0.07906508445739746,54
1203.6132698153028,0.12218689918518066,55
1304.8830067208662,0.1027669906616211,56
1214.225543216528,0.12660551071166992,57
1340.85831706722,0.08760905265808105,58
1085.1907584527921,0.10841608047485352,59
1206.585388520611,0.09580874443054199,60
1023.5098922130335,0.1256086826324463,61
1139.899820973051,0.14447593688964844,62
1259.9977323507267,0.1067497730255127,63
1108.6352748606948,0.17659306526184082,64
1174.3551370936948,0.11461234092712402,65
1043.8580896136584,0.1103830337524414,66
1232.0170536080782,0.12695050239562988,67
1175.1634840829322,0.13056516647338867,68
1471.6677015540033,0.08788442611694336,69
1196.2742470408914,0.13244032859802246,70
1283.1960409255287,0.0805513858795166,71
1237.1952549710518,0.10193014144897461,72
1241.4762749346924,0.12543869018554688,73
1144.3958754496234,0.17492055892944336,74
1084.6780518087264,0.09007835388183594,75
1113.790773858516,0.14101195335388184,76
1047.337067135914,0.14437627792358398,77
1023.8724759075162,0.12741732597351074,78
1283.0669403060272,0.08537983894348145,79
943.0251299462104,0.1267225742340088,80
1253.9954653955483,0.09434175491333008,81
1250.3933746089679,0.1204063892364502,82
1179.9212085140468,0.14818620681762695,83
1102.1929140120576,0.1753840446472168,84
1033.2115993328555,0.10770010948181152,85
1376.597303231461,0.07948803901672363,86
1098.1632204552695,0.2540605068206787,87
1268.5052407896985,0.16528844833374023,88
1254.5095064326285,0.13585591316223145,89
1096.806480187046,0.11655211448669434,90
1098.8690344166155,0.15694308280944824,91
996.6474880620553,0.18489837646484375,92
1042.0521599458832,0.11614084243774414,93
1144.1346060157694,0.18123078346252441,94
1083.5532326991583,0.1646735668182373,95
1114.4037708329847,0.16782212257385254,96
1164.3420905633648,0.0970296859741211,97
1059.2156586371705,0.1802525520324707,98
1104.951113432656,0.15242457389831543,99
1289.6935448619574,0.09257936477661133,100
1067.0047761265757,0.12410950660705566,101
1066.4634214191044,0.19165420532226562,102
1127.3508544196216,0.16804003715515137,103
1205.6702133945903,0.14638400077819824,104
1211.6524444100903,0.0978860855102539,105
1165.0970657547214,0.1321544647216797,106
1252.3947967169217,0.11798906326293945,107
1319.972730701317,0.094024658203125,108
1062.1017289999772,0.2027297019958496,109
1271.667890599396,0.1137399673461914,110
1007.6747001927131,0.2552013397216797,111
1133.9255818321565,0.16460323333740234,112
1170.4212738850322,0.11934876441955566,113
966.277701055111,0.26656532287597656,114
1043.2747206664646,0.14168810844421387,115
1027.4466980621025,0.2625577449798584,116
1193.0141383693888,0.1182856559753418,117
1033.2857431454613,0.2709178924560547,118
1007.0358201611879,0.22441816329956055,119
1081.451904396171,0.14860892295837402,120
1101.2043596867434,0.12459039688110352,121
1030.8953591247882,0.22011566162109375,122
1195.0822921929437,0.1221771240234375,123
1014.2196684652347,0.18859601020812988,124
1010.2347356024928,0.1595442295074463,125
1167.301119703872,0.17228436470031738,126
1094.4605714625156,0.24338579177856445,127
1075.1504198153489,0.15660977363586426,128
1038.1870609368582,0.21708941459655762,129
1213.1593795076535,0.12681937217712402,130
1145.4665944521553,0.12282156944274902,131
1107.1092597471397,0.20174455642700195,132
1162.058956460846,0.20175743103027344,133
1075.488139240893,0.26167941093444824,134
1058.1258170108958,0.1508035659790039,135
1190.9472184299113,0.1704261302947998,136
1086.215727377164,0.216050386428833,137
1004.920207531984,0.201462984085083,138
976.3959907612774,0.2462458610534668,139
985.7345032019,0.2909862995147705,140
1158.9273987770946,0.15588021278381348,141
1157.87988786856,0.1515195369720459,142
1008.2986875221418,0.22400379180908203,143
1021.9305806568657,0.19850635528564453,144
1127.438034257011,0.1325383186340332,145
1000.379386657356,0.19627618789672852,146
1072.972741925064,0.24622726440429688,147
990.8498733034673,0.23377656936645508,148
1140.1155999652983,0.14357900619506836,149
1063.6809883243097,0.21663951873779297,150
1138.5528062999924,0.19602680206298828,151
1166.0058580038683,0.16200590133666992,152
1157.2957536839176,0.14475655555725098,153
1079.314312026737,0.17443370819091797,154
991.7956177515097,0.2482619285583496,155
1058.795353827768,0.2428302764892578,156
1180.162386772438,0.16376948356628418,157
1022.7569405369038,0.19863677024841309,158
1016.4952697139711,0.2047567367553711,159
1219.1209125786393,0.16968560218811035,160
1016.9125828151869,0.2445693016052246,161
1145.67142819765,0.18707823753356934,162
1059.8921940533994,0.23461580276489258,163
1034.307696734412,0.2530210018157959,164
1031.942363217286,0.18746614456176758,165
904.1089415626898,0.2464580535888672,166
1236.6464415998742,0.13959622383117676,167
1090.2246472810787,0.1242060661315918,168
1087.4975511618456,0.19971179962158203,169
1110.1488678755302,0.2222437858581543,170
1203.9867743241716,0.16768288612365723,171
1118.380055898111,0.2529573440551758,172
1237.0313228647867,0.12839937210083008,173
1016.3365003728962,0.2642521858215332,174
1151.1168649340595,0.16056466102600098,175
1044.0367559463,0.2083725929260254,176
1012.1343619376266,0.3590812683105469,177
1147.9462341649853,0.12639784812927246,178
993.9804226837352,0.2617824077606201,179
973.7528982582096,0.2974076271057129,180
1062.6257613990244,0.22602176666259766,181
1035.0973068989715,0.1299428939819336,182
1006.1998577479403,0.26055026054382324,183
1012.5716896575275,0.2938351631164551,184
1091.7328467981317,0.18769431114196777,185
959.1881298582437,0.36797046661376953,186
1167.139216398564,0.1804027557373047,187
1001.4163431181898,0.21465182304382324,188
1137.34426502869,0.15539884567260742,189
1086.9539112758634,0.17549896240234375,190
933.4428336809908,0.2656121253967285,191
990.935253471514,0.23558568954467773,192
1087.002248238421,0.20333123207092285,193
988.1694379875473,0.2550070285797119,194
1070.400143952987,0.20893335342407227,195
983.6415643099431,0.2827796936035156,196
1099.4524815607633,0.193817138671875,197
1019.9947916530689,0.1447908878326416,198
1042.2961218250703,0.19462370872497559,199
1007.9230011867988,0.18448138236999512,200
1058.8499854704444,0.3238248825073242,201
972.7603433039737,0.26006054878234863,202
1022.6539751312514,0.3586616516113281,203
1189.325600865241,0.19731664657592773,204
1042.5858988953519,0.19606828689575195,205
903.9779056303792,0.3511011600494385,206
987.0280003406649,0.24584150314331055,207
964.3105618032641,0.369905948638916,208
1089.5404983776157,0.23478245735168457,209
975.8785310689302,0.395399808883667,210
1020.3701913578346,0.3081328868865967,211
1063.4897401371832,0.2716057300567627,212
1106.8300651500538,0.1439206600189209,213
948.436548216453,0.3016219139099121,214
1015.6383707359579,0.2690424919128418,215
922.3861470436241,0.29474329948425293,216
953.0550259942117,0.22534441947937012,217
1030.8761489434448,0.20297479629516602,218
969.727568657879,0.22743797302246094,219
973.0538206900262,0.29562878608703613,220
1002.7580319783951,0.31723928451538086,221
937.4551236005154,0.44892120361328125,222
1011.7122547356962,0.33907198905944824,223
1097.6789101667775,0.2674257755279541,224
1023.7500906544892,0.1707897186279297,225
1020.7940691887572,0.1720733642578125,226
972.399790694755,0.2306356430053711,227
1061.9493739933125,0.2458658218383789,228
976.0967260103197,0.2993490695953369,229
998.8858367758148,0.28406476974487305,230
1039.633572898038,0.16234779357910156,231
1085.04103393226,0.19803237915039062,232
987.3554102993326,0.21151351928710938,233
1013.2647084586106,0.30106616020202637,234
1091.1195554050648,0.2768285274505615,235
982.2091472029886,0.40833139419555664,236
1001.995418072985,0.2590653896331787,237
904.0238618370477,0.34476661682128906,238
1022.5484476397594,0.2444016933441162,239
1060.949009970506,0.29450058937072754,240
1081.7001191412753,0.206862211227417,241
1045.3453135714353,0.34242749214172363,242
1001.1288363740362,0.46741557121276855,243
1013.427136661204,0.286452054977417,244
1012.216677158196,0.307661771774292,245
1095.2324110606387,0.19506263732910156,246
980.6310368019514,0.22539567947387695,247
1009.6616543405994,0.34509778022766113,248
1080.9552448771788,0.35777902603149414,249
1060.2300444284035,0.3052058219909668,250
960.4129338147833,0.28339099884033203,251
923.1792576602777,0.29364538192749023,252
1053.9499545119645,0.2314918041229248,253
1059.2445554315736,0.31354188919067383,254
1006.0441790334744,0.28176403045654297,255
945.6579706135703,0.26737380027770996,256
1083.9927393418543,0.25739550590515137,257
996.1457257790859,0.4634697437286377,258
1026.6650549060669,0.20333456993103027,259
949.0217054803265,0.4473097324371338,260
1039.9396961900086,0.39365482330322266,261
1044.9072626603954,0.23699188232421875,262
1058.0342337394372,0.3342757225036621,263
932.2060774408441,0.42472290992736816,264
1019.6961056039474,0.1655263900756836,265
903.892825904737,0.3578202724456787,266
963.3467456515264,0.32351136207580566,267
981.7677314916739,0.30709314346313477,268
1009.9810347995153,0.2835206985473633,269
1055.5997737503355,0.24638009071350098,270
946.6331634117298,0.31473255157470703,271
914.5067273750653,0.589216947555542,272
927.8874441083558,0.3348252773284912,273
951.7228793121817,0.3704547882080078,274
974.267647287212,0.33489298820495605,275
959.7757287302218,0.37097787857055664,276
1021.8647664551481,0.2427353858947754,277
920.5345498767075,0.39586806297302246,278
972.1334399589676,0.26285386085510254,279
1029.0507447413343,0.3145008087158203,280
957.9438096980467,0.2294774055480957,281
990.726671457387,0.2687568664550781,282
914.5067273750653,0.46693873405456543,283
1035.4658412108024,0.2602548599243164,284
1003.1801942026366,0.39871835708618164,285
959.7999965603685,0.3411526679992676,286
998.2706743099789,0.2739574909210205,287
1071.2199372914922,0.2828528881072998,288
980.0139517643324,0.2633507251739502,289
981.8041115414628,0.38098907470703125,290
1002.9879801975628,0.43776512145996094,291
996.8682488399181,0.3337421417236328,292
1040.7242537460738,0.3433818817138672,293
978.663738237781,0.33553576469421387,294
978.1648233997416,0.3193376064300537,295
1079.3450608589123,0.21978473663330078,296
935.8446068377526,0.28038501739501953,297
1114.4428779240532,0.21961426734924316,298
1106.732450716374,0.2641141414642334,299
1051.6320149177623,0.3703644275665283,300
933.0000485139524,0.2973179817199707,301
1152.4359276993957,0.2231309413909912,302
1110.6645099006694,0.34992432594299316,303
974.8524580552443,0.2660958766937256,304
1052.0485224578413,0.21362709999084473,305
987.488379155848,0.5246968269348145,306
975.1557978497922,0.3385913372039795,307
954.8556692195953,0.3515896797180176,308
980.7158500937555,0.351625919342041,309
1119.6280891232043,0.20373129844665527,310
903.9779056303792,0.47313475608825684,311
1101.152612732264,0.35632967948913574,312
1025.5492118281784,0.2584059238433838,313
1040.0213022721532,0.24215102195739746,314
985.4279855197333,0.21953225135803223,315
971.6801523311195,0.31525158882141113,316
936.5384268322155,0.4638960361480713,317
1060.947357398067,0.25304388999938965,318
1007.1519681099429,0.4931480884552002,319
931.1484513470358,0.3432314395904541,320
939.1529340493255,0.2845628261566162,321
1019.1727479255075,0.21682500839233398,322
932.8940777984502,0.42041897773742676,323
964.4089059998842,0.40332484245300293,324
919.8351203496104,0.3256096839904785,325
987.3478193046153,0.42702364921569824,326
962.3118639891557,0.2889983654022217,327
957.1114310488799,0.33888697624206543,328
998.7935441623978,0.37160396575927734,329
987.2061366798223,0.24010539054870605,330
968.2179526474381,0.3622879981994629,331
976.5622654276796,0.23413610458374023,332
988.6135662377019,0.3132908344268799,333
966.6119671027795,0.36668968200683594,334
1073.6132398522814,0.3406548500061035,335
1077.265591481725,0.2794334888458252,336
962.2225289548683,0.4190061092376709,337
1085.9347692165752,0.2663390636444092,338
996.000789858954,0.2424330711364746,339
970.9072117639646,0.3190476894378662,340
1031.3676546768002,0.3842024803161621,341
1019.2850208386587,0.4002666473388672,342
1049.5016190553722,0.36991429328918457,343
914.5067273750653,0.4406163692474365,344
930.4306962876224,0.5189259052276611,345
949.2151414834957,0.3945136070251465,346
986.8097110654032,0.3688178062438965,347
1041.0906289520549,0.3429245948791504,348
947.2479168800802,0.3432340621948242,349
957.4792640069511,0.38860654830932617,350
1030.0282518139782,0.4470531940460205,351
964.6313661062438,0.4471435546875,352
1023.9040203982677,0.2495276927947998,353
922.3861470436241,0.4607841968536377,354
1026.1085640403644,0.26976633071899414,355
1054.7814967408249,0.21590352058410645,356
972.757207425548,0.23406505584716797,357
985.4765867706042,0.3742499351501465,358
1011.4058343340639,0.35627055168151855,359
1064.050262983237,0.26585960388183594,360
1011.0719003463275,0.3228437900543213,361
1069.0414730134707,0.2174820899963379,362
968.0546115115503,0.310955286026001,363
937.4551236005154,0.479644775390625,364
1070.5881256991638,0.4028191566467285,365
925.1992463184467,0.6395199298858643,366
1047.7842734753242,0.27254152297973633,367
997.990355119133,0.3121771812438965,368
1001.7381078874215,0.361997127532959,369
989.0032438683371,0.31499576568603516,370
967.9289196716664,0.4072756767272949,371
1200.3386007446459,0.2844529151916504,372
943.7114420617706,0.369504451751709,373
1059.702539546221,0.2875497341156006,374
1024.941868352509,0.36681127548217773,375
965.3209798409063,0.35180091857910156,376
946.6331634117298,0.2900230884552002,377
917.6945299810448,0.4260885715484619,378
966.6119671027795,0.349931001663208,379
1209.0871727529056,0.21715545654296875,380
1014.6835760091624,0.3042933940887451,381
1114.3993140828652,0.34054994583129883,382
977.1316636787375,0.427459716796875,383
1034.4626460020982,0.19666481018066406,384
971.9396138722359,0.2686336040496826,385
903.892825904737,0.44678258895874023,386
1045.1891180321877,0.3616344928741455,387
903.892825904737,0.42218589782714844,388
1053.6516535481928,0.22153663635253906,389
1050.1247975028825,0.2602410316467285,390
1179.0353356080832,0.17366433143615723,391
933.0000485139524,0.4993147850036621,392
1001.0544945091989,0.4251430034637451,393
1086.4389750813002,0.2578718662261963,394
984.2490588759663,0.40340685844421387,395
1032.3306268150366,0.3477621078491211,396
967.9289196716664,0.22163176536560059,397
1009.5570411712181,0.4721055030822754,398
1004.7938529648056,0.24432158470153809,399
937.4551236005154,0.3521764278411865,400
1047.980880228347,0.2992708683013916,401
903.892825904737,0.4684159755706787,402
1004.8201081861553,0.27059292793273926,403
974.9557904789106,0.3921470642089844,404
1007.7787596853716,0.28574180603027344,405
962.33678078251,0.37679624557495117,406
1014.2728176078667,0.3474273681640625,407
947.6178838897604,0.44441819190979004,408
1004.8049517216797,0.33269262313842773,409
947.7293920483912,0.5198326110839844,410
925.1992463184467,0.3862729072570801,411
991.8101423835534,0.3160667419433594,412
1029.6809875617555,0.3639230728149414,413
1028.9750105961402,0.3086862564086914,414
903.9779056303792,0.40010905265808105,415
904.0238618370477,0.7525732517242432,416
1030.704795945379,0.32366466522216797,417
961.6223747214017,0.38384079933166504,418
1014.2196684652347,0.3877260684967041,419
1006.2009802458034,0.36928749084472656,420
1074.2767275592144,0.44852185249328613,421
1068.315133612617,0.30245471000671387,422
958.6432651987745,0.4313998222351074,423
948.8007911465845,0.4772477149963379,424
965.3531540597025,0.36522650718688965,425
903.892825904737,0.3550076484680176,426
964.6718489006914,0.7376813888549805,427
990.5357804909753,0.3481593132019043,428
962.2043492386704,0.41811180114746094,429
949.0050432703565,0.3631765842437744,430
1006.7685427279442,0.2272965908050537,431
925.1992463184467,0.4621396064758301,432
1060.2183032100404,0.35004234313964844,433
975.571666530959,0.5333361625671387,434
951.5904477683421,0.31414175033569336,435
1032.474089419525,0.34189677238464355,436
971.9396138722359,0.5493912696838379,437
951.6703447955065,0.31508755683898926,438
996.3110172098989,0.2853250503540039,439
948.436548216453,0.4293363094329834,440
946.6331634117298,0.4510643482208252,441
1049.7066092469897,0.3242502212524414,442
1017.5634786926705,0.42009735107421875,443
991.5204515714531,0.3102109432220459,444
1006.7475237193562,0.2945435047149658,445
975.1667050015012,0.5747880935668945,446
962.2225289548683,0.5076007843017578,447
942.7857802492647,0.5405158996582031,448
1025.4347154542613,0.28441476821899414,449
932.1209977152021,0.30391955375671387,450
1085.5720460905588,0.271350622177124,451
1045.2993022045373,0.21956562995910645,452
1051.8316003584116,0.2519056797027588,453
922.3861470436241,0.42534446716308594,454
964.6297455253577,0.32761549949645996,455
1014.9443539397403,0.4325122833251953,456
959.4608262965847,0.4358077049255371,457
987.8857009525125,0.44489002227783203,458
941.297875468008,0.30506062507629395,459
962.2225289548683,0.37060093879699707,460
903.892825904737,0.8268311023712158,461
903.892825904737,0.407454252243042,462
1008.6422364856011,0.4207282066345215,463
975.7794700634361,0.48279666900634766,464
925.1992463184467,0.5830261707305908,465
1028.1140817006478,0.23816990852355957,466
973.5320775464867,0.47247815132141113,467
960.055228373387,0.27903246879577637,468
970.8247848977837,0.3885040283203125,469
1020.1607016997616,0.3722662925720215,470
903.9779056303792,0.5029776096343994,471
1084.4873638278627,0.39925670623779297,472
951.5904477683421,0.4697911739349365,473
1008.1825058619472,0.32908153533935547,474
964.1082519058938,0.36841297149658203,475
1012.571879025562,0.4551064968109131,476
1068.8568316711405,0.3024146556854248,477
903.9779056303792,0.45820069313049316,478
1045.1788992019983,0.26461291313171387,479
945.8172406643771,0.5131900310516357,480
914.5067273750653,0.6780226230621338,481
1001.4495010248133,0.5988168716430664,482
987.5397109178052,0.27028512954711914,483
951.5904477683421,0.47308969497680664,484
903.9779056303792,0.3616154193878174,485
981.3444831965194,0.47688722610473633,486
928.6241123046393,0.4724609851837158,487
1005.8129052141562,0.4582550525665283,488
962.2225289548683,0.4833657741546631,489
1081.144946710112,0.26149630546569824,490
991.3327773261678,0.30254626274108887,491
903.9779056303792,0.3459031581878662,492
995.9555090372849,0.3953990936279297,493
1010.9304324463207,0.27021145820617676,494
974.2161545252013,0.4833815097808838,495
1028.5069828139367,0.4909358024597168,496
903.9779056303792,0.639711856842041,497
966.6119671027795,0.22998309135437012,498
1000.4152754131864,0.30751943588256836,499
925.1992463184467,0.5618064403533936,500
